Paper Title,Temperature,Temperature Unit,Pressure,Pressure Unit,CaCl2 Concentration,NaCl Concentration,KCl Concentration,MgCl2 Concentration,Concentration Unit,CO2 Solubility,Solubility Unit,Unconverged data (*)
Jacob - 2016,297,kelvin,8.03,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.91,mol/kg,
Jacob - 2016,297,kelvin,7.58,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.94,mol/kg,
Jacob - 2016,297,kelvin,7.1,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.91,mol/kg,
Jacob - 2016,297,kelvin,6.89,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.93,mol/kg,
Jacob - 2016,297,kelvin,6.75,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.88,mol/kg,
Jacob - 2016,297,kelvin,6.72,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.93,mol/kg,
Jacob - 2016,297,kelvin,6.51,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.92,mol/kg,
Jacob - 2016,297,kelvin,6.41,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.89,mol/kg,
Jacob - 2016,297,kelvin,6.37,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.9,mol/kg,
Jacob - 2016,297,kelvin,6.2,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.91,mol/kg,
Jacob - 2016,297,kelvin,6.17,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.91,mol/kg,
Jacob - 2016,297,kelvin,5.86,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.88,mol/kg,
Jacob - 2016,297,kelvin,5.37,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.88,mol/kg,
Jacob - 2016,297,kelvin,5.37,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.87,mol/kg,
Jacob - 2016,297,kelvin,4.86,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.83,mol/kg,
Jacob - 2016,297,kelvin,4.82,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.8,mol/kg,
Jacob - 2016,297,kelvin,4.82,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.83,mol/kg,
Jacob - 2016,297,kelvin,4.27,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.44,mol/kg,
Jacob - 2016,297,kelvin,4.13,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.78,mol/kg,
Jacob - 2016,297,kelvin,4.13,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.77,mol/kg,
Jacob - 2016,297,kelvin,4.1,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.74,mol/kg,
Jacob - 2016,297,kelvin,4.03,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.79,mol/kg,
Jacob - 2016,297,kelvin,3.79,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.59,mol/kg,
Jacob - 2016,297,kelvin,3.62,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.7,mol/kg,
Jacob - 2016,297,kelvin,3.51,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.64,mol/kg,
Jacob - 2016,297,kelvin,3.45,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.64,mol/kg,
Jacob - 2016,297,kelvin,3.45,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.73,mol/kg,
Jacob - 2016,297,kelvin,3.45,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.75,mol/kg,
Jacob - 2016,297,kelvin,3.41,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.7,mol/kg,
Jacob - 2016,297,kelvin,2.86,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.59,mol/kg,
Jacob - 2016,297,kelvin,2.82,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.6,mol/kg,
Jacob - 2016,297,kelvin,2.76,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.56,mol/kg,
Jacob - 2016,297,kelvin,2.76,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.64,mol/kg,
Jacob - 2016,297,kelvin,2.41,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.54,mol/kg,
Jacob - 2016,297,kelvin,2.07,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.5,mol/kg,
Jacob - 2016,297,kelvin,1.72,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.45,mol/kg,
Jacob - 2016,297,kelvin,1.55,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.4,mol/kg,
Jacob - 2016,297,kelvin,1.52,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.37,mol/kg,
Jacob - 2016,297,kelvin,1,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.29,mol/kg,
Jacob - 2016,297,kelvin,0.52,MPa,0.339520634,1.396646133,0.047216633,0.061338095,mol/kg,0.22,mol/kg,
Gilbert - 2016,333.65,kelvin,2.02,MPa,0.1,0,0,0,mol/kg,0.29,mol/kg,
Gilbert - 2016,335.15,kelvin,4.47,MPa,0.1,0,0,0,mol/kg,0.65,mol/kg,
Gilbert - 2016,343.15,kelvin,2.92,MPa,1,0,0,0,mol/kg,0.38,mol/kg,
Gilbert - 2016,329.35,kelvin,7.25,MPa,1,0,0,0,mol/kg,0.81,mol/kg,
Zhao - 2015,323,kelvin,15,MPa,0.333,0,0,0,mol/kg,1.094,mol/kg,
Zhao - 2015,323,kelvin,15,MPa,0.667,0,0,0,mol/kg,0.965,mol/kg,
Zhao - 2015,323,kelvin,15,MPa,1,0,0,0,mol/kg,0.853,mol/kg,
Zhao - 2015,323,kelvin,15,MPa,1.333,0,0,0,mol/kg,0.746,mol/kg,
Zhao - 2015,323,kelvin,15,MPa,1.667,0,0,0,mol/kg,0.663,mol/kg,
Zhao - 2015,323,kelvin,15,MPa,2,0,0,0,mol/kg,0.618,mol/kg,
Zhao - 2015,373,kelvin,15,MPa,0.333,0,0,0,mol/kg,0.898,mol/kg,
Zhao - 2015,373,kelvin,15,MPa,0.667,0,0,0,mol/kg,0.777,mol/kg,
Zhao - 2015,373,kelvin,15,MPa,1,0,0,0,mol/kg,0.683,mol/kg,
Zhao - 2015,373,kelvin,15,MPa,1.333,0,0,0,mol/kg,0.614,mol/kg,
Zhao - 2015,373,kelvin,15,MPa,0.667,0,0,0,mol/kg,0.544,mol/kg,
Zhao - 2015,373,kelvin,15,MPa,2,0,0,0,mol/kg,0.491,mol/kg,
Zhao - 2015,423,kelvin,15,MPa,0.333,0,0,0,mol/kg,0.866,mol/kg,
Zhao - 2015,423,kelvin,15,MPa,0.667,0,0,0,mol/kg,0.723,mol/kg,
Zhao - 2015,423,kelvin,15,MPa,1,0,0,0,mol/kg,0.632,mol/kg,
Zhao - 2015,423,kelvin,15,MPa,1.333,0,0,0,mol/kg,0.55,mol/kg,
Zhao - 2015,423,kelvin,15,MPa,1.667,0,0,0,mol/kg,0.49,mol/kg,
Zhao - 2015,423,kelvin,15,MPa,2,0,0,0,mol/kg,0.442,mol/kg,
Zhao - 2015,323,kelvin,15,MPa,0,0,0,0.5,mol/kg,1.174,mol/kg,
Zhao - 2015,323,kelvin,15,MPa,0,0,0,1,mol/kg,1.112,mol/kg,
Zhao - 2015,323,kelvin,15,MPa,0,0,0,2,mol/kg,1.005,mol/kg,
Zhao - 2015,323,kelvin,15,MPa,0,0,0,3,mol/kg,0.929,mol/kg,
Zhao - 2015,323,kelvin,15,MPa,0,0,0,4,mol/kg,0.88,mol/kg,
Zhao - 2015,323,kelvin,15,MPa,0,0,0,4.5,mol/kg,0.855,mol/kg,
Zhao - 2015,373,kelvin,15,MPa,0,0,0,0.5,mol/kg,0.941,mol/kg,
Zhao - 2015,373,kelvin,15,MPa,0,0,0,1,mol/kg,0.895,mol/kg,
Zhao - 2015,373,kelvin,15,MPa,0,0,0,2,mol/kg,0.805,mol/kg,
Zhao - 2015,373,kelvin,15,MPa,0,0,0,3,mol/kg,0.74,mol/kg,
Zhao - 2015,373,kelvin,15,MPa,0,0,0,4,mol/kg,0.683,mol/kg,
Zhao - 2015,373,kelvin,15,MPa,0,0,0,4.5,mol/kg,0.657,mol/kg,
Zhao - 2015,423,kelvin,15,MPa,0,0,0,0.5,mol/kg,0.881,mol/kg,
Zhao - 2015,423,kelvin,15,MPa,0,0,0,1,mol/kg,0.816,mol/kg,
Zhao - 2015,423,kelvin,15,MPa,0,0,0,2,mol/kg,0.724,mol/kg,
Zhao - 2015,423,kelvin,15,MPa,0,0,0,3,mol/kg,0.651,mol/kg,
Zhao - 2015,423,kelvin,15,MPa,0,0,0,4,mol/kg,0.593,mol/kg,
Zhao - 2015,423,kelvin,15,MPa,0,0,0,4.5,mol/kg,0.565,mol/kg,
Hamidi - 2015,308.15,kelvin,2.0541,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,0.440860797,mol/kg,
Hamidi - 2015,308.15,kelvin,3.7602,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,0.674332218,mol/kg,
Hamidi - 2015,308.15,kelvin,6.0485,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,0.930370256,mol/kg,
Hamidi - 2015,308.15,kelvin,8.0331,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,1.060514741,mol/kg,
Hamidi - 2015,308.15,kelvin,10.06,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,1.096663925,mol/kg,*
Hamidi - 2015,308.15,kelvin,12.064,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,1.119331785,mol/kg,
Hamidi - 2015,308.15,kelvin,14.133,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,1.137482129,mol/kg,
Hamidi - 2015,308.15,kelvin,15.836,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,1.142017768,mol/kg,
Hamidi - 2015,308.15,kelvin,2.3767,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.393873214,mol/kg,
Hamidi - 2015,308.15,kelvin,4.3413,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.61768771,mol/kg,
Hamidi - 2015,308.15,kelvin,6.348,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.779598633,mol/kg,
Hamidi - 2015,308.15,kelvin,8.3535,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.859184411,mol/kg,
Hamidi - 2015,308.15,kelvin,10.143,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.912533533,mol/kg,*
Hamidi - 2015,308.15,kelvin,11.35,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.917008636,mol/kg,
Hamidi - 2015,308.15,kelvin,13.312,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.939311037,mol/kg,*
Hamidi - 2015,308.15,kelvin,15.682,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.940962003,mol/kg,
Hamidi - 2015,308.15,kelvin,2.1166,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.296246227,mol/kg,
Hamidi - 2015,308.15,kelvin,4.0377,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.49664923,mol/kg,
Hamidi - 2015,308.15,kelvin,6.0442,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.643800905,mol/kg,
Hamidi - 2015,308.15,kelvin,7.0149,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.700548244,mol/kg,
Hamidi - 2015,308.15,kelvin,9.063,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.744404736,mol/kg,
Hamidi - 2015,308.15,kelvin,11.067,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.756640248,mol/kg,
Hamidi - 2015,308.15,kelvin,13.568,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.770802411,mol/kg,
Hamidi - 2015,308.15,kelvin,15.551,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.788425771,mol/kg,
Hamidi - 2015,318.15,kelvin,2.0316,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,0.370263088,mol/kg,
Hamidi - 2015,318.15,kelvin,4.0632,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,0.615937719,mol/kg,
Hamidi - 2015,318.15,kelvin,6.1174,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,0.81738539,mol/kg,
Hamidi - 2015,318.15,kelvin,8.1038,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,0.947099701,mol/kg,
Hamidi - 2015,318.15,kelvin,10.068,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,1.022812476,mol/kg,
Hamidi - 2015,318.15,kelvin,12.122,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,1.053546845,mol/kg,
Hamidi - 2015,318.15,kelvin,14.131,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,1.074238498,mol/kg,
Hamidi - 2015,318.15,kelvin,15.801,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,1.084759967,mol/kg,
Hamidi - 2015,318.15,kelvin,2.5959,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.367916459,mol/kg,
Hamidi - 2015,318.15,kelvin,4.605,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.54824964,mol/kg,
Hamidi - 2015,318.15,kelvin,6.5463,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.699437636,mol/kg,
Hamidi - 2015,318.15,kelvin,8.5779,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.793292041,mol/kg,
Hamidi - 2015,318.15,kelvin,10.248,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.828291109,mol/kg,
Hamidi - 2015,318.15,kelvin,11.516,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.86334555,mol/kg,
Hamidi - 2015,318.15,kelvin,13.612,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.868781718,mol/kg,
Hamidi - 2015,318.15,kelvin,15.553,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.884173289,mol/kg,
Hamidi - 2015,318.15,kelvin,2.0993,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.23784213,mol/kg,
Hamidi - 2015,318.15,kelvin,4.0858,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.418427168,mol/kg,
Hamidi - 2015,318.15,kelvin,6.0722,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.543770118,mol/kg,
Hamidi - 2015,318.15,kelvin,8.0813,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.616920558,mol/kg,
Hamidi - 2015,318.15,kelvin,10.068,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.700306798,mol/kg,
Hamidi - 2015,318.15,kelvin,13.025,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.720629778,mol/kg,
Hamidi - 2015,318.15,kelvin,14.063,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.740503501,mol/kg,
Hamidi - 2015,318.15,kelvin,15.44,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.760508022,mol/kg,
Hamidi - 2015,328.15,kelvin,2.1089,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,0.294777257,mol/kg,
Hamidi - 2015,328.15,kelvin,4.1037,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,0.534482988,mol/kg,
Hamidi - 2015,328.15,kelvin,6.0749,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,0.715455069,mol/kg,
Hamidi - 2015,328.15,kelvin,8.045,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,0.834834507,mol/kg,
Hamidi - 2015,328.15,kelvin,10.105,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,0.925151768,mol/kg,
Hamidi - 2015,328.15,kelvin,12.075,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,0.990078668,mol/kg,
Hamidi - 2015,328.15,kelvin,14.134,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,1.003126673,mol/kg,
Hamidi - 2015,328.15,kelvin,15.785,MPa,0.15841411,0.30083501,0.235825593,0,mol/kg,1.020505019,mol/kg,
Hamidi - 2015,328.15,kelvin,2.4028,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.282519842,mol/kg,
Hamidi - 2015,328.15,kelvin,4.3514,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.463716502,mol/kg,
Hamidi - 2015,328.15,kelvin,6.3898,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.601492345,mol/kg,
Hamidi - 2015,328.15,kelvin,8.3598,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.706972523,mol/kg,
Hamidi - 2015,328.15,kelvin,10.397,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.766479611,mol/kg,
Hamidi - 2015,328.15,kelvin,11.891,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.792050951,mol/kg,
Hamidi - 2015,328.15,kelvin,13.611,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.826265345,mol/kg,
Hamidi - 2015,328.15,kelvin,15.624,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.853141138,mol/kg,
Hamidi - 2015,328.15,kelvin,2.0624,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.217321277,mol/kg,
Hamidi - 2015,328.15,kelvin,3.58,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.327558824,mol/kg,
Hamidi - 2015,328.15,kelvin,5.6183,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.459576916,mol/kg,
Hamidi - 2015,328.15,kelvin,7.2937,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.530318096,mol/kg,
Hamidi - 2015,328.15,kelvin,9.5803,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.630953019,mol/kg,
Hamidi - 2015,328.15,kelvin,11.572,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.668888967,mol/kg,
Hamidi - 2015,328.15,kelvin,13.676,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.694272277,mol/kg,
Hamidi - 2015,328.15,kelvin,15.6,MPa,0.501583817,0.95252861,0.746690436,0,mol/kg,0.702745627,mol/kg,
Hamidi - 2015,318.15,kelvin,2.0883,MPa,0.500590697,0,0.745212013,0,mol/kg,0.321948522,mol/kg,
Hamidi - 2015,318.15,kelvin,4.0397,MPa,0.500590697,0,0.745212013,0,mol/kg,0.540268713,mol/kg,
Hamidi - 2015,318.15,kelvin,6.0571,MPa,0.500590697,0,0.745212013,0,mol/kg,0.709654374,mol/kg,
Hamidi - 2015,318.15,kelvin,8.0726,MPa,0.500590697,0,0.745212013,0,mol/kg,0.799182922,mol/kg,
Hamidi - 2015,318.15,kelvin,10.054,MPa,0.500590697,0,0.745212013,0,mol/kg,0.868757225,mol/kg,
Hamidi - 2015,318.15,kelvin,12.102,MPa,0.500590697,0,0.745212013,0,mol/kg,0.893128258,mol/kg,
Hamidi - 2015,318.15,kelvin,14.149,MPa,0.500590697,0,0.745212013,0,mol/kg,0.913393998,mol/kg,
Hamidi - 2015,318.15,kelvin,15.961,MPa,0.500590697,0,0.745212013,0,mol/kg,0.929607032,mol/kg,
Hamidi - 2015,318.15,kelvin,2.5924,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.353424871,mol/kg,
Hamidi - 2015,318.15,kelvin,4.5095,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.540173452,mol/kg,
Hamidi - 2015,318.15,kelvin,6.5938,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.701417489,mol/kg,
Hamidi - 2015,318.15,kelvin,8.6096,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.803176768,mol/kg,
Hamidi - 2015,318.15,kelvin,10.221,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.831611185,mol/kg,
Hamidi - 2015,318.15,kelvin,11.765,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.860138896,mol/kg,
Hamidi - 2015,318.15,kelvin,13.645,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.863884157,mol/kg,
Hamidi - 2015,318.15,kelvin,15.558,MPa,0.333356365,0.633057655,0.496256061,0,mol/kg,0.880004798,mol/kg,
Hamidi - 2015,318.15,kelvin,2.5581,MPa,0.500590697,0.950642634,0,0,mol/kg,0.325805311,mol/kg,
Hamidi - 2015,318.15,kelvin,4.6097,MPa,0.500590697,0.950642634,0,0,mol/kg,0.520090694,mol/kg,
Hamidi - 2015,318.15,kelvin,6.6266,MPa,0.500590697,0.950642634,0,0,mol/kg,0.668888967,mol/kg,
Hamidi - 2015,318.15,kelvin,8.6084,MPa,0.500590697,0.950642634,0,0,mol/kg,0.749931688,mol/kg,
Hamidi - 2015,318.15,kelvin,10.69,MPa,0.500590697,0.950642634,0,0,mol/kg,0.798647266,mol/kg,
Hamidi - 2015,318.15,kelvin,12.502,MPa,0.500590697,0.950642634,0,0,mol/kg,0.809828069,mol/kg,
Hamidi - 2015,318.15,kelvin,14.415,MPa,0.500590697,0.950642634,0,0,mol/kg,0.814313119,mol/kg,
Hamidi - 2015,318.15,kelvin,15.993,MPa,0.500590697,0.950642634,0,0,mol/kg,0.834541441,mol/kg,
Hamidi - 2015,318.15,kelvin,2.1244,MPa,1.001181394,0,0,0,mol/kg,0.2593922,mol/kg,
Hamidi - 2015,318.15,kelvin,4.1116,MPa,1.001181394,0,0,0,mol/kg,0.467644563,mol/kg,
Hamidi - 2015,318.15,kelvin,6.0967,MPa,1.001181394,0,0,0,mol/kg,0.597351285,mol/kg,
Hamidi - 2015,318.15,kelvin,8.1476,MPa,1.001181394,0,0,0,mol/kg,0.70757649,mol/kg,
Hamidi - 2015,318.15,kelvin,10.129,MPa,1.001181394,0,0,0,mol/kg,0.790664005,mol/kg,
Hamidi - 2015,318.15,kelvin,12.11,MPa,1.001181394,0,0,0,mol/kg,0.807391259,mol/kg,
Hamidi - 2015,318.15,kelvin,14.09,MPa,1.001181394,0,0,0,mol/kg,0.809925552,mol/kg,
Hamidi - 2015,318.15,kelvin,15.869,MPa,1.001181394,0,0,0,mol/kg,0.829267504,mol/kg,
Bastami - 2014,328.15,kelvin,6.89,MPa,1.9,0,0,0,mol/l,0.391304214,mol/kg,
Bastami - 2014,328.15,kelvin,13.79,MPa,1.9,0,0,0,mol/l,0.532396092,mol/kg,
Bastami - 2014,328.15,kelvin,20.68,MPa,1.9,0,0,0,mol/l,0.577696037,mol/kg,
Bastami - 2014,348.15,kelvin,6.89,MPa,1.9,0,0,0,mol/l,0.351925708,mol/kg,
Bastami - 2014,348.15,kelvin,13.79,MPa,1.9,0,0,0,mol/l,0.498469126,mol/kg,
Bastami - 2014,348.15,kelvin,20.68,MPa,1.9,0,0,0,mol/l,0.555036914,mol/kg,
Bastami - 2014,351.65,kelvin,13.79,MPa,1.9,0,0,0,mol/l,0.492818625,mol/kg,
Bastami - 2014,368.15,kelvin,13.79,MPa,1.9,0,0,0,mol/l,0.464583212,mol/kg,
Bastami - 2014,368.15,kelvin,20.68,MPa,1.9,0,0,0,mol/l,0.538054583,mol/kg,
Bastami - 2014,375.15,kelvin,6.89,MPa,1.9,0,0,0,mol/l,0.323832154,mol/kg,
Bastami - 2014,375.15,kelvin,20.68,MPa,1.9,0,0,0,mol/l,0.538054583,mol/kg,
Bastami - 2014,328.15,kelvin,6.89,MPa,4.8,0,0,0,mol/l,0.178199993,mol/kg,
Bastami - 2014,328.15,kelvin,13.79,MPa,4.8,0,0,0,mol/l,0.2733349,mol/kg,
Bastami - 2014,328.15,kelvin,20.68,MPa,4.8,0,0,0,mol/l,0.278941195,mol/kg,
Bastami - 2014,348.15,kelvin,13.79,MPa,4.8,0,0,0,mol/l,0.228525074,mol/kg,
Bastami - 2014,348.15,kelvin,20.68,MPa,4.8,0,0,0,mol/l,0.256522775,mol/kg,
Bastami - 2014,351.65,kelvin,6.89,MPa,4.8,0,0,0,mol/l,0.16702898,mol/kg,
Bastami - 2014,351.65,kelvin,20.68,MPa,4.8,0,0,0,mol/l,0.250920985,mol/kg,
Bastami - 2014,368.15,kelvin,6.89,MPa,4.8,0,0,0,mol/l,0.144700395,mol/kg,
Bastami - 2014,368.15,kelvin,13.79,MPa,4.8,0,0,0,mol/l,0.217333864,mol/kg,
Bastami - 2014,368.15,kelvin,20.68,MPa,4.8,0,0,0,mol/l,0.250920985,mol/kg,
Bastami - 2014,375.15,kelvin,13.79,MPa,4.8,0,0,0,mol/l,0.211739943,mol/kg,
Tong - 2013,309.67,kelvin,1.53,MPa,1,0,0,0,mol/kg,0.250920985,mol/kg,
Tong - 2013,309.28,kelvin,4.01,MPa,1,0,0,0,mol/kg,0.583363679,mol/kg,
Tong - 2013,309.28,kelvin,7.67,MPa,1,0,0,0,mol/kg,0.908323706,mol/kg,
Tong - 2013,344.67,kelvin,2.58,MPa,1,0,0,0,mol/kg,0.222928907,mol/kg,
Tong - 2013,344.35,kelvin,7.3,MPa,1,0,0,0,mol/kg,0.549374993,mol/kg,
Tong - 2013,344.95,kelvin,31.02,MPa,1,0,0,0,mol/kg,0.851041118,mol/kg,
Tong - 2013,374.7,kelvin,3.13,MPa,1,0,0,0,mol/kg,0.211739943,mol/kg,
Tong - 2013,374.7,kelvin,10.02,MPa,1,0,0,0,mol/kg,0.521082537,mol/kg,
Tong - 2013,374.88,kelvin,37.38,MPa,1,0,0,0,mol/kg,0.908323706,mol/kg,
Tong - 2013,424.13,kelvin,4.39,MPa,1,0,0,0,mol/kg,0.217333864,mol/kg,
Tong - 2013,424.1,kelvin,12.77,MPa,1,0,0,0,mol/kg,0.560699978,mol/kg,
Tong - 2013,424.43,kelvin,26.82,MPa,1,0,0,0,mol/kg,0.891126707,mol/kg,
Tong - 2013,309.61,kelvin,2.73,MPa,3,0,0,0,mol/kg,0.200555472,mol/kg,
Tong - 2013,309.63,kelvin,6.59,MPa,3,0,0,0,mol/kg,0.436376258,mol/kg,
Tong - 2013,309.59,kelvin,26,MPa,3,0,0,0,mol/kg,0.453297018,mol/kg,
Tong - 2013,344.8,kelvin,3.93,MPa,3,0,0,0,mol/kg,0.178199993,mol/kg,
Tong - 2013,344.95,kelvin,13.91,MPa,3,0,0,0,mol/kg,0.380047548,mol/kg,
Tong - 2013,345.08,kelvin,34.43,MPa,3,0,0,0,mol/kg,0.436376258,mol/kg,
Tong - 2013,374.65,kelvin,5.99,MPa,3,0,0,0,mol/kg,0.200555472,mol/kg,
Tong - 2013,374.8,kelvin,15.72,MPa,3,0,0,0,mol/kg,0.357547812,mol/kg,
Tong - 2013,374.8,kelvin,33.45,MPa,3,0,0,0,mol/kg,0.430738278,mol/kg,
Tong - 2013,424.4,kelvin,8.29,MPa,3,0,0,0,mol/kg,0.211739943,mol/kg,
Tong - 2013,424.39,kelvin,27.11,MPa,3,0,0,0,mol/kg,0.453297018,mol/kg,
Tong - 2013,424.38,kelvin,37.99,MPa,3,0,0,0,mol/kg,0.504120767,mol/kg,
Tong - 2013,309.7,kelvin,4.54,MPa,5,0,0,0,mol/kg,0.172613926,mol/kg,
Tong - 2013,309.74,kelvin,23,MPa,5,0,0,0,mol/kg,0.256522775,mol/kg,
